"구분별","피해정도별","항목","단위","2013 년","2014 년","2015 년","2016 년","2017 년","2019 년","2020 년","2021 년","2022 년",
"금천구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.94","6.9","6.48","6.64","6.09","","5.57","","",
"금천구","감염병","현대사회 위험요인에 따른 피해정도","","5.88","6.8","6.46","6.69","6.06","","7.57","8.0114597","7.0048412",
"금천구","부정부패","현대사회 위험요인에 따른 피해정도","","5.72","6.2","5.96","5.81","5.72","","6.71","7.249674","6.5463475",
"금천구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.31","6.8","6.62","6.69","6.28","","6.57","6.9569595","6.0049394",
"금천구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.93","6","5.94","5.86","5.53","","7.4","7.47447","6.7915273",
"금천구","경제위기","현대사회 위험요인에 따른 피해정도","","6.29","6.7","6.18","6.48","6.23","","7","6.8589164","6.5069297",
"금천구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.3813059","6.0555393",
"금천구","안보","현대사회 위험요인에 따른 피해정도","","","","6.28","6.01","6.07","","5.94","","",
"금천구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.62","6.8","6.13","6.44","5.9","","6.21","","",
"금천구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.53","6.6","","","","","6.63","6.858211","5.951568",
"금천구","화재","현대사회 위험요인에 따른 피해정도","","5.71","6.4","","","","","","","",
"금천구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.26","6.9","","","","","","","",
"금천구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.2716667",
"영등포구","종합","현대사회 위험요인에 따른 피해정도","","6.61","6.3","5.96","6.15","6.19","","6.73","6.9090582","5.8432953",
"영등포구","자연재해","현대사회 위험요인에 따른 피해정도","","6.72","6.7","5.86","6.07","6.17","","6.29","5.8971238","6.0998539",
"영등포구","교통사고","현대사회 위험요인에 따른 피해정도","","7.31","6.2","","","","","","","",
"영등포구","안전사고","현대사회 위험요인에 따른 피해정도","","","","5.86","6.3","6.27","","5.81","6.1869873","5.5580701",
"영등포구","실업","현대사회 위험요인에 따른 피해정도","","7.13","6","5.95","6.13","6.33","","7.74","7.4252505","6.8818391",
"영등포구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.71","6.9","6.27","6.31","6.41","","5.76","","",
"영등포구","감염병","현대사회 위험요인에 따른 피해정도","","6.28","6.7","6.12","6.27","6.25","","7.92","7.7613186","6.0775694",
"영등포구","부정부패","현대사회 위험요인에 따른 피해정도","","5.94","5.7","5.72","5.8","5.87","","7.23","7.2974338","5.782022",
"영등포구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","7.1","6.3","6.46","6.48","6.13","","6.56","6.801209","5.4509053",
"영등포구","사회 갈등","현대사회 위험요인에 따른 피해정도","","6.07","5.7","5.62","5.79","6.05","","7.27","7.3743955","5.904075",
"영등포구","경제위기","현대사회 위험요인에 따른 피해정도","","6.77","6","6.1","6.18","6.47","","7.29","7.1324978","6.8610921",
"영등포구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.3922015","5.2033649",
"영등포구","안보","현대사회 위험요인에 따른 피해정도","","","","5.68","6.18","6.16","","6.03","","",
"영등포구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","6.3","6.6","5.95","6.11","6.02","","6.2","","",
"영등포구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","6.84","6.4","","","","","6.68","6.8221638","5.0249814",
"영등포구","화재","현대사회 위험요인에 따른 피해정도","","6.03","6","","","","","","","",
"영등포구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.73","6.4","","","","","","","",
"영등포구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","5.4324753",
"동작구","종합","현대사회 위험요인에 따른 피해정도","","5.99","7","5.84","6.12","6.37","","6.76","6.825997","6.6643646",
"동작구","자연재해","현대사회 위험요인에 따른 피해정도","","6.06","7","5.7","6.28","6.47","","5.95","5.7552775","7.0674497",
"동작구","교통사고","현대사회 위험요인에 따른 피해정도","","6.77","7.4","","","","","","","",
"동작구","안전사고","현대사회 위험요인에 따른 피해정도","","","","5.46","5.98","6.38","","5.93","6.0732853","6.6129535",
"동작구","실업","현대사회 위험요인에 따른 피해정도","","5.92","7.1","5.95","6.26","6.09","","7.34","7.3350192","7.1617256",
"동작구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.13","7.2","5.99","6.41","6.75","","5.86","","",
"동작구","감염병","현대사회 위험요인에 따른 피해정도","","6.09","7.2","6.29","6.44","6.59","","7.82","7.7958082","7.3390259",
"동작구","부정부패","현대사회 위험요인에 따른 피해정도","","5.74","6","5.52","5.64","5.7","","7.3","7.0988443","6.4385016",
"동작구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.55","7.4","6.4","6.54","6.26","","6.95","6.7175383","6.2992723",
"동작구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.71","6.3","5.61","5.69","5.77","","7.27","7.2626496","6.6675635",
"동작구","경제위기","현대사회 위험요인에 따른 피해정도","","6.2","6.7","6.17","6.24","6.45","","7.1","6.907984","6.9369904",
"동작구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.3931162","6.5858007",
"동작구","안보","현대사회 위험요인에 따른 피해정도","","","","5.16","5.84","7.45","","6.1","","",
"동작구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.69","7.2","5.96","6.05","6.19","","6.52","","",
"동작구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.24","7.5","","","","","6.99","6.9204476","6.2448305",
"동작구","화재","현대사회 위험요인에 따른 피해정도","","5.58","6.6","","","","","","","",
"동작구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.17","7.2","","","","","","","",
"동작구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","5.9538972",
"관악구","종합","현대사회 위험요인에 따른 피해정도","","5.89","5.7","6.31","6.11","6","","6.52","6.9564522","7.0454579",
"관악구","자연재해","현대사회 위험요인에 따른 피해정도","","5.89","5.8","6.1","6.11","5.91","","5.87","5.9530241","6.878346",
"관악구","교통사고","현대사회 위험요인에 따른 피해정도","","6.35","6.1","","","","","","","",
"관악구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.39","6.03","5.8","","5.82","6.3131347","6.9334704",
"관악구","실업","현대사회 위험요인에 따른 피해정도","","6.21","5.9","6.23","5.99","6.29","","7.17","7.3977033","7.1274021",
"관악구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.6","5.8","6.62","6.22","6.13","","5.71","","",
"관악구","감염병","현대사회 위험요인에 따른 피해정도","","5.55","6","6.4","6.27","6.1","","7.54","7.6722695","7.9036473",
"관악구","부정부패","현대사회 위험요인에 따른 피해정도","","5.53","5.4","5.85","5.73","5.92","","6.93","7.2233647","6.7531154",
"관악구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.32","5.8","6.9","6.63","6.25","","6.59","6.9720981","7.0246087",
"관악구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.32","5.5","6","5.88","5.79","","6.98","7.2619163","6.9585804",
"관악구","경제위기","현대사회 위험요인에 따른 피해정도","","6.38","5.9","6.43","6.37","5.9","","6.7","7.0312753","7.3990569",
"관악구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.6159108","6.8105885",
"관악구","안보","현대사회 위험요인에 따른 피해정도","","","","6.26","5.86","5.89","","6","","",
"관악구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.7","5.2","6.21","6.14","6.06","","6.24","","",
"관악구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.65","5.7","","","","","6.68","7.1238248","6.9422363",
"관악구","화재","현대사회 위험요인에 따른 피해정도","","5.79","5.6","","","","","","","",
"관악구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.34","5.5","","","","","","","",
"관악구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.7689854",
"서초구","종합","현대사회 위험요인에 따른 피해정도","","5.24","6.6","6.12","6.27","6.06","","6.65","6.9404967","6.7232255",
"서초구","자연재해","현대사회 위험요인에 따른 피해정도","","5.14","6.1","5.95","6.13","6","","6.16","6.1432064","7.269199",
"서초구","교통사고","현대사회 위험요인에 따른 피해정도","","6.04","7","","","","","","","",
"서초구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.56","6.22","6.02","","6.04","6.3597386","6.6278966",
"서초구","실업","현대사회 위험요인에 따른 피해정도","","5.54","6.5","6.08","6.26","6.34","","7.2","7.2073504","6.5925584",
"서초구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.43","6.7","6.17","6.45","6.28","","6.03","","",
"서초구","감염병","현대사회 위험요인에 따른 피해정도","","5.24","6.6","6.08","6.56","6.15","","7.53","7.8443067","7.5666267",
"서초구","부정부패","현대사회 위험요인에 따른 피해정도","","5.25","6.2","5.57","5.9","5.96","","6.77","7.1000077","6.6491504",
"서초구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","5.56","7.2","6.45","6.69","6.22","","6.66","7.0710628","6.699868",
"서초구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.25","6.2","5.6","5.94","5.66","","7.15","7.1592299","6.5254447",
"서초구","경제위기","현대사회 위험요인에 따른 피해정도","","5.37","6.9","6.31","6.36","6.03","","6.87","7.0161696","6.9991351",
"서초구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.5818681","6.3817433",
"서초구","안보","현대사회 위험요인에 따른 피해정도","","","","6.56","6.09","6.22","","6.25","","",
"서초구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","4.64","6.8","6.01","6.41","5.84","","6.42","","",
"서초구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","4.54","7","","","","","6.75","6.9220264","6.3195071",
"서초구","화재","현대사회 위험요인에 따른 피해정도","","4.8","6.3","","","","","","","",
"서초구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","5.34","6.5","","","","","","","",
"서초구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.3243509",
"강남구","종합","현대사회 위험요인에 따른 피해정도","","5.88","6.5","5.78","6.07","6.07","","6.58","6.8290785","7.5509774",
"강남구","자연재해","현대사회 위험요인에 따른 피해정도","","5.56","6.9","6.03","5.76","5.84","","5.83","5.7776621","6.5463299",
"강남구","교통사고","현대사회 위험요인에 따른 피해정도","","6.19","6.7","","","","","","","",
"강남구","안전사고","현대사회 위험요인에 따른 피해정도","","","","5.31","6.28","5.88","","5.68","6.0252863","6.9708985",
"강남구","실업","현대사회 위험요인에 따른 피해정도","","5.94","6.4","6","6.02","6.15","","7.32","7.3142385","7.6220543",
"강남구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.13","6.6","6.15","6.37","6.21","","5.57","","",
"강남구","감염병","현대사회 위험요인에 따른 피해정도","","5.89","7","6.09","6.11","6.16","","8.15","7.7056818","8.1102591",
"강남구","부정부패","현대사회 위험요인에 따른 피해정도","","5.9","6","5.45","5.71","6.09","","6.91","7.0112855","7.7143205",
"강남구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.22","7","6.06","6.36","6.63","","6.73","6.8381502","7.6886489",
"강남구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.91","6.2","5.48","5.83","5.92","","6.85","7.1216541","7.7802004",
"강남구","경제위기","현대사회 위험요인에 따른 피해정도","","6.08","6.4","5.9","6.16","6.2","","6.73","6.8259641","7.7535072",
"강남구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.638097","7.4052506",
"강남구","안보","현대사회 위험요인에 따른 피해정도","","","","5.37","6.21","5.9","","5.97","","",
"강남구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.63","6.5","5.7","5.97","5.8","","6.41","","",
"강남구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.39","6.4","","","","","6.85","7.0327652","7.9761685",
"강남구","화재","현대사회 위험요인에 따른 피해정도","","5.53","6","","","","","","","",
"강남구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.01","6.3","","","","","","","",
"강남구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","7.4931135",
"송파구","종합","현대사회 위험요인에 따른 피해정도","","5.42","6.1","6.18","5.98","6.07","","6.84","6.8692315","6.590399",
"송파구","자연재해","현대사회 위험요인에 따른 피해정도","","4.66","5.3","6.09","6.06","6.12","","6.08","5.8806621","6.2969898",
"송파구","교통사고","현대사회 위험요인에 따른 피해정도","","5.54","6.5","","","","","","","",
"송파구","안전사고","현대사회 위험요인에 따른 피해정도","","","","6.39","6.05","5.97","","6.24","6.1687736","6.4163523",
"송파구","실업","현대사회 위험요인에 따른 피해정도","","5.75","5.9","6.26","6.06","6.05","","7.62","7.2222126","7.0355035",
"송파구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","5.16","6.3","6.36","6.26","6.43","","5.78","","",
"송파구","감염병","현대사회 위험요인에 따른 피해정도","","4.98","5.9","6.29","6.13","6.25","","7.95","7.6566564","7.4172906",
"송파구","부정부패","현대사회 위험요인에 따른 피해정도","","5.43","5.6","5.68","5.5","5.88","","7.28","7.1642602","6.3193969",
"송파구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.03","6.7","6.41","6.34","6.23","","6.91","6.8174767","6.4770047",
"송파구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.48","5.8","5.68","5.46","5.78","","7.25","7.2566809","6.666399",
"송파구","경제위기","현대사회 위험요인에 따른 피해정도","","5.63","6.2","6.32","6.16","6.16","","7.16","6.9136059","6.9025281",
"송파구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.5165687","6.6272492",
"송파구","안보","현대사회 위험요인에 따른 피해정도","","","","6.38","5.99","5.93","","6.42","","",
"송파구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.35","5.8","6.13","5.82","5.99","","6.46","","",
"송파구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.16","6.5","","","","","6.96","7.0954183","6.4030518",
"송파구","화재","현대사회 위험요인에 따른 피해정도","","5.83","5.8","","","","","","","",
"송파구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","5.47","6.4","","","","","","","",
"송파구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","5.9326229",
"강동구","종합","현대사회 위험요인에 따른 피해정도","","6.06","6.1","6.08","5.79","6.15","","6.59","6.7565891","7.5816672",
"강동구","자연재해","현대사회 위험요인에 따른 피해정도","","6.3","6","6.18","5.89","5.88","","5.83","5.7928881","6.7219154",
"강동구","교통사고","현대사회 위험요인에 따른 피해정도","","6.35","6.1","","","","","","","",
"강동구","안전사고","현대사회 위험요인에 따른 피해정도","","","","5.98","5.73","5.92","","6.09","6.0907214","7.35556",
"강동구","실업","현대사회 위험요인에 따른 피해정도","","5.92","6.2","6.36","5.94","6.46","","7.22","7.1176229","7.817226",
"강동구","핵폐기물 방사능 사고","현대사회 위험요인에 따른 피해정도","","6.56","6.3","6.26","5.92","6.31","","5.79","","",
"강동구","감염병","현대사회 위험요인에 따른 피해정도","","6.2","6.3","6.36","6.12","6.11","","7.63","7.7070499","8.0869253",
"강동구","부정부패","현대사회 위험요인에 따른 피해정도","","5.84","5.6","5.81","5.44","6.22","","6.87","6.9103462","7.5909034",
"강동구","폭력 범죄","현대사회 위험요인에 따른 피해정도","","6.26","6.6","6.35","6.09","6.57","","6.71","6.766066","7.7325626",
"강동구","사회 갈등","현대사회 위험요인에 따른 피해정도","","5.81","5.6","5.65","5.39","5.9","","7.05","7.0878953","7.6775606",
"강동구","경제위기","현대사회 위험요인에 따른 피해정도","","6.2","6.3","6.23","5.86","6.19","","6.93","6.7743507","7.6488348",
"강동구","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","6.4504708","7.6177431",
"강동구","안보","현대사회 위험요인에 따른 피해정도","","","","5.78","5.65","5.9","","5.98","","",
"강동구","컴퓨터 바이러스 사이버범죄로 인한 혼란","현대사회 위험요인에 따른 피해정도","","5.86","6.4","5.9","5.71","6.2","","6.22","","",
"강동구","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","5.8","6.1","","","","","6.79","6.8684797","7.5931116",
"강동구","화재","현대사회 위험요인에 따른 피해정도","","5.74","5.7","","","","","","","",
"강동구","빈부격차 확대","현대사회 위험요인에 따른 피해정도","","6.01","6.4","","","","","","","",
"강동구","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","7.5559963",
"관리전문직","종합","현대사회 위험요인에 따른 피해정도","","","","","","","","","","7.037206043",
"관리전문직","자연재해","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.779064916",
"관리전문직","안전사고","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.769058933",
"관리전문직","실업","현대사회 위험요인에 따른 피해정도","","","","","","","","","","7.098734505",
"관리전문직","감염병","현대사회 위험요인에 따른 피해정도","","","","","","","","","","7.694123166",
"관리전문직","부정부패","현대사회 위험요인에 따른 피해정도","","","","","","","","","","7.101702323",
"관리전문직","폭력 범죄","현대사회 위험요인에 따른 피해정도","","","","","","","","","","7.140087339",
"관리전문직","사회 갈등","현대사회 위험요인에 따른 피해정도","","","","","","","","","","7.008829318",
"관리전문직","경제위기","현대사회 위험요인에 따른 피해정도","","","","","","","","","","7.282762527",
"관리전문직","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.958434182",
"관리전문직","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.99318769",
"관리전문직","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.583281578",
"화이트칼라","종합","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.617015436",
"화이트칼라","자연재해","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.555251565",
"화이트칼라","안전사고","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.355113121",
"화이트칼라","실업","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.811329277",
"화이트칼라","감염병","현대사회 위험요인에 따른 피해정도","","","","","","","","","","7.387273226",
"화이트칼라","부정부패","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.578227575",
"화이트칼라","폭력 범죄","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.440909816",
"화이트칼라","사회 갈등","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.621575227",
"화이트칼라","경제위기","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.921372449",
"화이트칼라","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.492873971",
"화이트칼라","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.382119869",
"화이트칼라","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.241123702",
"블루칼라","종합","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.615018332",
"블루칼라","자연재해","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.46492917",
"블루칼라","안전사고","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.378175256",
"블루칼라","실업","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.825789171",
"블루칼라","감염병","현대사회 위험요인에 따른 피해정도","","","","","","","","","","7.384380139",
"블루칼라","부정부패","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.627650914",
"블루칼라","폭력 범죄","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.442039699",
"블루칼라","사회 갈등","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.699643043",
"블루칼라","경제위기","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.89098745",
"블루칼라","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.374959009",
"블루칼라","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.440893955",
"블루칼라","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.235753843",
"기타","종합","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.5747369",
"기타","자연재해","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.425837948",
"기타","안전사고","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.361412384",
"기타","실업","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.736160767",
"기타","감염병","현대사회 위험요인에 따른 피해정도","","","","","","","","","","7.423870891",
"기타","부정부패","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.565974263",
"기타","폭력 범죄","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.493055953",
"기타","사회 갈등","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.619073488",
"기타","경제위기","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.844906122",
"기타","사이버 보안, 개인정보유출 문제","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.311529827",
"기타","인터넷 상의 괴롭힘","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.326817315",
"기타","아동, 노인, 장애인 방임 및 학대","현대사회 위험요인에 따른 피해정도","","","","","","","","","","6.213466939",
